text,department
Patient presents with hemodialysis,CARDIOLOGY
"I was diagnosed with PCOS Furthermore, my menstrual cycle is irregular On top of that, i have pregnancy-related problems On top of that, i have problems during menstruation Additionally, i have mild period pain Furthermore, i experience heavy menstrual bleeding Also, i have very light periods I also experience my period is late I also experience i have a missed period On top of that, i have vaginal itching Additionally, i feel dry in the vaginal area Plus, i have persistent acne from hormonal imbalance On top of that, i feel pain in my lower abdomen",GYNECOLOGY & OBSTETRICS
"my head hurts Furthermore, i feel lightheaded Also, i have convulsions Also, i have numbness in my extremities I also experience i experience tingling in my feet On top of that, i cannot move my muscles properly Additionally, i experience involuntary shaking I also experience i keep forgetting things On top of that, i feel confused Additionally, i have poor balance and coordination Plus, i walk with difficulty Furthermore, my speech is slurred Plus, my facial muscles feel weak Plus, i have lost consciousness On top of that, i feel burning nerve pain Additionally, my muscles are tight and stiff Furthermore, i feel uncoordinated I also experience i have insomnia",NEUROLOGY
"my baby feels very hot Furthermore, my baby is coughing Additionally, my child has cold symptoms I also experience my baby has a sore throat Additionally, my baby has breathing difficulty Additionally, my baby is vomiting On top of that, my baby has a stomach ache Also, my child has a rash on their body Also, my baby had a seizure Plus, my baby is not feeding well On top of that, my child cries all the time I also experience my child is lethargic Also, my infant has no appetite Furthermore, my infant is too small I also experience my baby has delayed growth On top of that, my baby has developmental delays On top of that, my baby has an ear infection Additionally, my baby's skin is turning yellow Additionally, my baby has dry mouth and no tears Also, my baby is wheezing",PEDIATRICS
"my child has a high temperature Plus, my baby has a persistent cough Plus, my baby is sneezing and has a runny nose I also experience my child is complaining of throat pain I also experience my baby is short of breath Also, my infant is vomiting Plus, my baby has stomach pain Also, my infant has a red rash Plus, my baby had a seizure episode Plus, my child refuses to eat I also experience my baby cries excessively Furthermore, my infant appears weak and floppy On top of that, my baby refuses to eat On top of that, my infant is too small I also experience my child is not growing properly Furthermore, my infant has delayed development Plus, my infant cries from ear pain Furthermore, my baby's skin is turning yellow On top of that, my baby is dehydrated Plus, my infant has wheezing",PEDIATRICS
"Patient with chief complaint of r foot pain, assessed for hypercholesterolemia",ENDOCRINOLOGY
"I feel hot and feverish On top of that, i am coughing a lot Plus, i feel very tired Also, i lack strength Plus, i have migraine-like headaches Also, i have vertigo-like dizziness Furthermore, my whole body aches Plus, i have stomach pain I also experience i have an upset stomach with nausea On top of that, i am throwing up",GENERAL MEDICINE
"my baby feels very hot Additionally, my child has a cough On top of that, my infant has a cold Also, my child is complaining of throat pain Additionally, my infant has breathing problems On top of that, my child has been throwing up Plus, my infant has abdominal pain Also, my child has a rash on their body Also, my baby had a seizure episode Furthermore, my child refuses to eat Plus, my baby cries excessively Plus, my infant appears weak and floppy Additionally, my infant has no appetite On top of that, my baby is underweight Additionally, my baby is smaller than expected Also, my baby is developing slowly On top of that, my baby has ear pain Also, my baby's skin is turning yellow Additionally, my baby is dehydrated Additionally, my child has a wheezing sound when breathing",PEDIATRICS
"Patient with chief complaint of cardiac arrest transfer, assessed for respiratory arrest",PULMONOLOGY
"Patient with chief complaint of shortness of breath abnl labs, assessed for pneumonia organism unspecified",PULMONOLOGY
"Patient with chief complaint of shortness of breath abnl labs, assessed for alzheimer s disease",NEUROLOGY
"I was diagnosed with PCOS Plus, my periods are not regular Plus, i have pregnancy-related problems Furthermore, i experience menstrual difficulties Furthermore, my period pain is mild Plus, i experience heavy menstrual bleeding Plus, i have very light periods Also, my period has been delayed Plus, i have a missed period Plus, i have persistent vaginal itching Furthermore, i feel dry in the vaginal area On top of that, i have hormonal acne On top of that, i have pain in my lower stomach area",GYNECOLOGY & OBSTETRICS
"I have polycystic ovary syndrome On top of that, my menstrual cycle is irregular On top of that, i am having pregnancy complications I also experience i have issues with my periods Additionally, i have mild period pain On top of that, i have menorrhagia I also experience i have very light periods Plus, my menstruation is overdue Also, i have a missed period I also experience my vaginal area is very itchy On top of that, i have vaginal dryness Plus, i get acne due to hormones Plus, i have lower abdominal pain",GYNECOLOGY & OBSTETRICS
Patient presents with lethargy,GENERAL MEDICINE
"I have lower back pain Additionally, i feel tingling and numb Additionally, i struggle to walk On top of that, i feel pain in my joints I also experience i have neck pain Furthermore, i have knee pain Plus, i have a frozen shoulder Plus, i feel pain in my hip On top of that, i feel deep bone pain On top of that, i feel muscle soreness I also experience i have joint swelling On top of that, i have trouble moving my joints Plus, i have restricted movement On top of that, my bone is broken Also, my muscles are getting weaker I also experience i have a constant tingling sensation I also experience i have heel pain I also experience i got injured while playing sports",ORTHOPEDICS
"my baby has a fever Also, my baby has a persistent cough Also, my baby is sneezing and has a runny nose I also experience my baby has a sore throat Additionally, my baby is short of breath Plus, my child has been throwing up On top of that, my child is crying from stomach pain Also, my baby has a skin rash I also experience my infant had a fit Additionally, my baby is not feeding well Plus, my baby is inconsolable Plus, my infant appears weak and floppy Additionally, my baby has lost appetite Plus, my infant is too small Plus, my infant has growth issues Also, my baby has developmental delays On top of that, my infant cries from ear pain Plus, my infant has jaundice Plus, my child is not drinking enough fluids Additionally, my child has a wheezing sound when breathing",PEDIATRICS
